"Product URL","Product Name","Product Rating","Number Of Reviews","Product Price"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDA3MzIxMzg4MDk5NzExOjE2NzkzMjUxOTc6c3BfYXRmX25leHQ6MjAxMjM0ODQ1MTg2OTg6OjA6Og&url=%2FHEROZ-Backpack-Computer-tracking-17-3-inch%2Fdp%2FB0BR9BPHGW%2Fref%3Dsr_1_193_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325197%26sprefix%3Dba%252Caps%25252%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","HEROZ Harrow 45 Ltrs Travel Laptop Backpack Slim Durable College School Computer Bookbag tracking for Women, Men, Girls, Boys Outdoor Camping & Fits Up to 17.3-inch laptop (Notebook) (Navy Blue)","4.3 out of 5 stars","(7,730)","₹1,349"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDA3MzIxMzg4MDk5NzExOjE2NzkzMjUxOTc6c3BfYXRmX25leHQ6MjAwOTc2MTIyMzE1OTg6OjA6Og&url=%2Fuppercase-Backpack-2000EBP1-repellent-sustainable%2Fdp%2FB0B8NX7SXR%2Fref%3Dsr_1_194_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325197%26sprefix%3Dba%252Caps%25252%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","uppercase Medium 20 Ltrs Casual (14.6 inch) Laptop Backpack 2000EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","4.1 out of 5 stars","(21)","₹1,000"
"https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_195?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-195","Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus)","4.4 out of 5 stars","(1,902)","₹1,498"
"https://www.amazon.in/Skybags-Network-Unisex-Blue-Laptop/dp/B0B4DTMVXY/ref=sr_1_196?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-196","Skybags Network Pro 26L Unisex Blue Laptop Bags","4.1 out of 5 stars","(55)","₹2,999"
"https://www.amazon.in/Nivia-5177BK-Polyester-String-Black/dp/B071XM6PSM/ref=sr_1_197?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-197","Nivia Polyester String Bag","4.1 out of 5 stars","(992)","₹149"
"https://www.amazon.in/Martucci-Backpack-College-Reflective-Airport/dp/B0B7DVC3TL/ref=sr_1_193?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-193","Martucci Large 35 L Backpack Spacy Unisex /College/School/Travel Backpack with Rain Cover and Reflective Strip","4.0 out of 5 stars","(1,029)","₹765"
"https://www.amazon.in/F-Gear-Blow-Laptop-Backpack-Red/dp/B0749MPCFT/ref=sr_1_194?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-194","F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Red,Grey) Sch Bag","4.4 out of 5 stars","(281)","₹1,096"
"https://www.amazon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2JSJ6N/ref=sr_1_195?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-195","POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty","4.1 out of 5 stars","(3,429)","₹599"
"https://www.amazon.in/Veneer-Business-Briefcase-Resistant-Messenger/dp/B08Z619V6Z/ref=sr_1_196?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-196","Veneer Laptop Bag 15.6 Inch, Business Briefcase for Men Women, 15inch Water Resistant Messenger Shoulder Bag with Strap, Durable Office Bag, for Computer/Notebook/MacBook","4.2 out of 5 stars","(2,989)","₹1,055"
"https://www.amazon.in/Harissons-Backpack-Abrassion-Integrated-backstaps/dp/B07PBKQXCZ/ref=sr_1_197?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-197","HARISSONS Bags Delta 39 L Polyester Black 15.6 inch Laptop Backpack with Built-in Rain Cover & Anti-Sweat Air Mesh | Office, Travel and Casual Laptop Bag with Detailed Organizers for Men & Women","4.2 out of 5 stars","(1,588)","₹2,071"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDA3MzIxMzg4MDk5NzExOjE2NzkzMjUxOTc6c3BfbXRmOjIwMTIyMTE4OTc5NDk4OjowOjo&url=%2FXporiva-Backpacks-Artificial-Backpack-Business%2Fdp%2FB0BVK4ZW3Q%2Fref%3Dsr_1_198_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325197%26sprefix%3Dba%252Caps%25252%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","Xporiva Bags & Backpacks Artificial Leather Laptop Backpack Bag, Laptop Bag, Collage Backpack, Travel Backpack, Business Backpack, Office Backpack, Leather Backpack, School Backpack","","M.R.P:","₹999"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDA3MzIxMzg4MDk5NzExOjE2NzkzMjUxOTc6c3BfbXRmOjIwMTIwNjg3MTM5Mzk4OjowOjo&url=%2FResek-Printed-School-Laptop-Backpack%2Fdp%2FB08171WLR1%2Fref%3Dsr_1_199_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325197%26sprefix%3Dba%252Caps%25252%26sr%3D8-199-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","Resek Grey Printed School Bags 16.5 inch Laptop Backpack….","3.6 out of 5 stars","(6)","₹449"
"https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM/ref=sr_1_200?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-200","AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Blue- with Warranty","3.9 out of 5 stars","(1,265)","₹949"
"https://www.amazon.in/AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_201?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-201","AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zippered Spacious Pockets | Durable Nylon Padded Fabric, for Men & Women (Black)","4.1 out of 5 stars","(1,215)","₹778"
"https://www.amazon.in/Dell-Essential-Backpack-15-ES1520P/dp/B07TTCXHRH/ref=sr_1_202?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-202","Dell Essential Backpack 15 (ES1520P)","4.0 out of 5 stars","(5,567)","₹1,290"
"https://www.amazon.in/uppercase-Professional-Backpack-resistant-sustainable/dp/B0BR1D4SL1/ref=sr_1_203?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-203","uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","4.9 out of 5 stars","(17)","₹1,800"
"https://www.amazon.in/Casual-Waterproof-Backpack-College-Students/dp/B0928L37P5/ref=sr_1_204?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-204","Amaze Style 25 L Casual Waterproof 14 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students (C Green)","4.0 out of 5 stars","(10)","₹309"
"https://www.amazon.in/GoHustle-Business-Class-Convertible-Waterproof/dp/B0BM99GZ2K/ref=sr_1_205?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-205","GoHustle Business Class Convertible Laptop Backpack Bag | Waterproof Raincover | 30L, Upto 15.6 inch laptop bag, Keyholder & Organizer, Black Color","4.2 out of 5 stars","(16)","₹1,450"
"https://www.amazon.in/Clownfish-Trident-Laptop-Briefcase-Messenger/dp/B079HZJTK2/ref=sr_1_206?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-206","The Clownfish Trident Series Laptop Briefcase 15.6 inch Laptop Bag Messenger Bag (Dark Brown)","4.4 out of 5 stars","(236)","₹2,149"
"https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B0BR149RMT/ref=sr_1_207?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325197&sprefix=ba%2Caps%252&sr=8-207","Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Black)","3.8 out of 5 stars","(8)","₹699"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDA3MzIxMzg4MDk5NzExOjE2NzkzMjUxOTc6c3BfYnRmOjIwMDYzNzgxNTAzNzk4OjowOjo&url=%2FCosmus-Jackson-Leather-Travel-Backpack%2Fdp%2FB0B6RPN539%2Fref%3Dsr_1_208_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325197%26sprefix%3Dba%252Caps%25252%26sr%3D8-208-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","COSMUS Jackson Aerogram leather Travel Laptop Backpack for up to 15.6 inch Laptop","3.9 out of 5 stars","(4)","₹2,598"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDA3MzIxMzg4MDk5NzExOjE2NzkzMjUxOTc6c3BfYnRmOjIwMDM1NzA4NDM5Nzk4OjowOjo&url=%2FStrabo-Business-Backpack-Resistant-Warranty%2Fdp%2FB09V5F12JW%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325197%26sprefix%3Dba%252Caps%25252%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","Strabo Nexa 32 L Laptop Office/School/Travel/Business Backpack Water Resistant /Fits Up to 15.6 Inch Laptop with 1 Year Warranty","4.2 out of 5 stars","(61)","₹849"
