"Product URL","Product Name","Product Rating","Number Of Reviews","Product Price"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYxNTgwMTIzNjkyNTQwOjE2NzkzMjUwODA6c3BfYXRmX25leHQ6MjAwMjQzNTUzMDEyMDY6OjA6Og&url=%2FCOSMUS-Polyester-Osaka-Laptop-Backpack%2Fdp%2FB07KP64RCC%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325080%26sprefix%3Dba%252Caps%25252%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","COSMUS Osaka 15.6 Inch Laptop Backpack","4.2 out of 5 stars","(712)","₹1,337"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYxNTgwMTIzNjkyNTQwOjE2NzkzMjUwODA6c3BfYXRmX25leHQ6MjAxMTQ0MTQyMjg1OTg6OjA6Og&url=%2FEUME-Black-Laptop-Backpack-2400011_A_BuyMore%2Fdp%2FB07JQ4P6HZ%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325080%26sprefix%3Dba%252Caps%25252%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DAPBFC7AMQ4Q38","EUME Alexis 31 Ltrs Laptop Backpack for Office & Travel Use for Men & Women | Water Resistance Bag | Fit Up to 15.6-inch Laptop","4.3 out of 5 stars","(116)","₹2,449"
"https://www.amazon.in/Clownfish-Trident-Laptop-Briefcase-Messenger/dp/B079HZJTK2/ref=sr_1_147?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-147","The Clownfish Trident Series Laptop Briefcase 15.6 inch Laptop Bag Messenger Bag (Dark Brown)","4.4 out of 5 stars","(236)","₹2,149"
"https://www.amazon.in/MY-FAV-Waterproof-Backpack-Digital/dp/B085W9ZY93/ref=sr_1_148?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-148","My Fav 3D Printed Bag Backpack, Casual School College, Sports Laptop Backpack for Men, Women Outdoor Travel Lightweight Bag (30 L) (Multicolour)","3.9 out of 5 stars","(23)","₹899"
"https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_149?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-149","Tabelito® Casual 15.6 Inch Laptop Bag (39.6cm), 25 LTR Water Repellent Backpack Laptop Apple/ Dell/ Lenovo/ Asus/ Hp/ Samsung/ Mi/ MacBook/ Ultrabook/ Thinkpad/ Ideapad/ Surfacepro Men Women (Blue)","4.2 out of 5 stars","(1,597)","₹549"
"https://www.amazon.in/Purewild-Stylish-Shoulder-Business-College/dp/B07W7T9K5H/ref=sr_1_145?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-145","PureWild Men's/Boys Casual Messenger Sling Cross Body One Side Polyester Shoulder Bag For Travel Office Business College (30 X 33 CM) 12 Liters","3.9 out of 5 stars","(636)","₹349"
"https://www.amazon.in/House-Quirk-Maternity-Backpack-Elephant/dp/B07QV7SH4S/ref=sr_1_146?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-146","House of Quirk Baby Diaper Bag Maternity Backpack","4.4 out of 5 stars","(966)","₹1,199"
"https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_147?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-147","Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black","4.4 out of 5 stars","(1,686)","₹1,030"
"https://www.amazon.in/FUR-JADEN-Waterproof-Charging-BM25_Grey/dp/B07FM9BSKW/ref=sr_1_148?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-148","FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women","4.0 out of 5 stars","(5,803)","₹789"
"https://www.amazon.in/Wooum-Stylish-Messenger-Shoulder-Office/dp/B09KKGRP7C/ref=sr_1_149?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325080&sprefix=ba%2Caps%252&sr=8-149","Wooum Dark Grey Stylish Sling Cross Body Bag/Messenger Bag/Shoulder Bag/One Side Bag/Office Bag For Men and Women","4.1 out of 5 stars","(77)","₹349.60"
