"Product URL","Product Price","Product Name","Product Rating","Number Of Reviews"
"https://www.amazon.in/Tommy-Hilfiger-Polyester-Backpack-8903496078688/dp/B01FPNYO0S/ref=sr_1_105?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-105","₹1,949","Tommy Hilfiger Alaska Polyester 24 Ltrs Navy Laptop Backpack (8903496078688)","4.0 out of 5 stars","(209)"
"https://www.amazon.in/MY-FAV-Waterproof-Backpack-Digital/dp/B085W9ZY93/ref=sr_1_106?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-106","₹899","My Fav 3D Printed Bag Backpack, Casual School College, Sports Laptop Backpack for Men, Women Outdoor Travel Lightweight Bag (30 L) (Multicolour)","3.9 out of 5 stars","(23)"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM4NzM0OTE4NTcxMzgyOjE2NzkzMjQ5NTE6c3BfbXRmOjIwMDc4NzY3OTY0ODk4OjowOjo&url=%2FStrabo-Laptop-Backpack-Office-College%2Fdp%2FB09SB4FKGH%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324951%26sprefix%3Dba%252Caps%25252%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","₹1,359","STRABO Oslo 37 L Nylon Black 15.6"" inch Laptop Backpack | Office, College, Travel Bag","4.4 out of 5 stars","(16)"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM4NzM0OTE4NTcxMzgyOjE2NzkzMjQ5NTE6c3BfbXRmOjIwMTMwMDI1MDE0NTk4OjowOjo&url=%2FTommy-Hilfiger-Jaylen-Polyester-Backpack%2Fdp%2FB0BBQH4HNM%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324951%26sprefix%3Dba%252Caps%25252%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","₹2,099","Tommy Hilfiger Jaylen Unisex Polyester 15 Inch Laptop Backpack Black","4.4 out of 5 stars","(7)"
"https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_109?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-109","₹664","SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)","4.4 out of 5 stars","(911)"
"https://www.amazon.in/Anti-Theft-Backpack-Expandable-Water-resistant-Convertible/dp/B0B6FZ3YNV/ref=sr_1_110?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-110","₹2,564","Golden Wolf Backpack 35L Expandable Travel Backpack for Men and Women Anti-theft Laptop Bag with Lock Water-resistant Convertible Backpack with USB Port Travel Business College Bag for Men,Black","4.4 out of 5 stars","(36)"
"https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_111?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-111","₹999","Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)","4.3 out of 5 stars","(2,955)"
"https://www.amazon.in/House-Quirk-Maternity-Backpack-Elephant/dp/B07QV7SH4S/ref=sr_1_112?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-112","₹1,199","House of Quirk Baby Diaper Bag Maternity Backpack","4.4 out of 5 stars","(966)"
"https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_113?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-113","₹599","WILDHORN 31L Laptop Backpack for Men / Women I Fits upto 15.6"" Laptop I Waterproof I Travel / Business / College Bookbags","4.1 out of 5 stars","(948)"
"https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_114?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-114","₹189","F Gear String 11 Ltrs Nylon Black Gym Bag","4.0 out of 5 stars","(436)"
"https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_115?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-115","₹1,030","Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black","4.4 out of 5 stars","(1,686)"
"https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_116?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324951&sprefix=ba%2Caps%252&sr=8-116","₹549","Tabelito® Casual 15.6 Inch Laptop Bag (39.6cm), 25 LTR Water Repellent Backpack Laptop Apple/ Dell/ Lenovo/ Asus/ Hp/ Samsung/ Mi/ MacBook/ Ultrabook/ Thinkpad/ Ideapad/ Surfacepro Men Women (Blue)","4.2 out of 5 stars","(1,597)"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM4NzM0OTE4NTcxMzgyOjE2NzkzMjQ5NTE6c3BfYnRmOjIwMDMxMzA3NTc2MDk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDGZR3%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324951%26sprefix%3Dba%252Caps%25252%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","₹1,349","HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Red)","4.3 out of 5 stars","(7,730)"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM4NzM0OTE4NTcxMzgyOjE2NzkzMjQ5NTE6c3BfYnRmOjIwMTE4MzYyNjg2MDk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BTYTY8GG%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324951%26sprefix%3Dba%252Caps%25252%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","₹2,100","uppercase Sigma Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","5.0 out of 5 stars","(9)"
"https://aax-eu.amazon.in/x/c/RMO6t63SR4v26C4oC_GUC6MAAAGG_5E1XwMAAAH2AQBvbm9fdHhuX2JpZDEgICBOL0EgICAgICAgICAgICDsWeJ1/https://www.amazon.in/dp/B09QL66G55?pd_rd_i=B09QL66G55&pf_rd_p=ae694cc5-132b-4ca2-a543-9d6ce458829e&pf_rd_r=FWQJQ2K2TDD66AK8ZYV4&pd_rd_wg=fiVfK&pd_rd_w=DgfCV&pd_rd_r=40c15af1-3fa9-4558-b652-0bfc37130cb2","₹599","WILDHORN 31L Laptop Backpack for Men / Women I Fits upto 15.6"" Laptop I Waterproof I Travel / Business / College Bookbags","4.1 out of 5 stars","(948)"
"https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=67qqq&content-id=amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d:amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_p=6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_r=FWQJQ2K2TDD66AK8ZYV4&pd_rd_wg=fiVfK&pd_rd_r=40c15af1-3fa9-4558-b652-0bfc37130cb2&qid=1679324951","","","","skybags"
"","","","",""
"https://aax-eu.amazon.in/x/c/RF_cZsmZaWMN3BExi3tO35wAAAGG_5E2TAMAAAH2AQBvbm9fdHhuX2JpZDIgICBOL0EgICAgICAgICAgICBnd-oi/https://www.amazon.in/stores/page/577E58EF-44EF-42C3-AA05-BD1C0193ACC0/?_encoding=UTF8&store_ref=SB_A09138173D9TZ2WIMTWBE&pd_rd_plhdr=t&aaxitk=5674740a4b10498b1295d027021f3670&hsa_cr_id=0&lp_asins=B07QHMKHWH%2CB07SRGQ2R4%2CB084VQLJL8&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_bkgd&pd_rd_w=4Uame&content-id=amzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2%3Aamzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_p=3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_r=FWQJQ2K2TDD66AK8ZYV4&pd_rd_wg=ESGvT&pd_rd_r=a4fced98-96a9-403b-9dab-50f968d2f79e","","","",""
"","","","","or"
"","","","",""
