"Product URL","Product Name","Product Rating","Number Of Reviews","Product Price"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTcyODUwNTE0NDg1NzM2OjE2NzkzMjUxMzY6c3BfYXRmX25leHQ6MjAwNzA2ODI5MzM2MDM6OjA6Og&url=%2FWENGER-604429-Roadjumper-Essential-Backpack%2Fdp%2FB07M8F2NBY%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325136%26sprefix%3Dba%252Caps%25252%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","WENGER 604429 Roadjumper Essential Laptop Backpack, Black, M","3.8 out of 5 stars","(18)","₹3,915"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTcyODUwNTE0NDg1NzM2OjE2NzkzMjUxMzY6c3BfYXRmX25leHQ6MjAxMTQ0MTQyMjkzOTg6OjA6Og&url=%2FEUME-Laptop-Backpack-Resistance-Charging%2Fdp%2FB07G13GH32%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325136%26sprefix%3Dba%252Caps%25252%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","EUME Iris 23 LTR Laptop Backpack for 14 inch Laptop - Blue Series","4.2 out of 5 stars","(140)","₹2,199"
"https://www.amazon.in/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C/ref=sr_1_163?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-163","F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag","4.4 out of 5 stars","(801)","₹981.19"
"https://www.amazon.in/Artistix-Alpine-Laptop-Backpack-Business/dp/B08SVV5HZY/ref=sr_1_164?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-164","Artistix Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black)","4.5 out of 5 stars","(1,028)","₹1,783"
"https://www.amazon.in/Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_165?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-165","Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port","3.9 out of 5 stars","(9,938)","₹489"
"https://www.amazon.in/Trunkit-Resistance-Trekking-Compartment-Rucksack/dp/B09NRVW114/ref=sr_1_161?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-161","Trunkit High Water Resistance Trekking Hiking Travel Bag With Shoe Compartment Rucksack","4.1 out of 5 stars","(62)","₹559"
"https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_162?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-162","Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)","3.8 out of 5 stars","(645)","₹599"
"https://www.amazon.in/DEfANZO-Polyster-Weight-Backpack-Single/dp/B09NGRL75L/ref=sr_1_163?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-163","D DEFANZO 30L HP Bags Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Single Black)","4.2 out of 5 stars","(13)","₹399"
"https://www.amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3/ref=sr_1_164?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-164","Martucci Large 35 L Backpack Spacy Unisex /College/School/Travel Backpack with Rain Cover and Reflective Strip","4.0 out of 5 stars","(1,029)","₹633"
"https://www.amazon.in/Resistant-Duffle-Shoulder-Separate-Compartment/dp/B09KVBSG61/ref=sr_1_165?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325136&sprefix=ba%2Caps%252&sr=8-165","Wooum Gym Bag Sport Outdoor Bag, Shoulder Bag Side Bag with Separate Shoes Compartment Water Resistance - Dark Grey","4.2 out of 5 stars","(466)","₹397.10"
