"Product URL","Product Rating","Product Name","Number Of Reviews","Product Price"
"https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_121?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-121","4.2 out of 5 stars","Tabelito® Casual 15.6 Inch Laptop Bag (39.6cm), 25 LTR Water Repellent Backpack Laptop Apple/ Dell/ Lenovo/ Asus/ Hp/ Samsung/ Mi/ MacBook/ Ultrabook/ Thinkpad/ Ideapad/ Surfacepro Men Women (Blue)","(1,597)","₹549"
"https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_122?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-122","3.9 out of 5 stars","American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","(7)","₹1,299"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIyODcxNjUwOTcwNTMwOjE2NzkzMjQ5NzE6c3BfbXRmOjIwMTA4NzEyODcwNzk4OjowOjo&url=%2FClownfish-Extremis-liter-Laptop-Backpack%2Fdp%2FB07NSYD9H8%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324971%26sprefix%3Dba%252Caps%25252%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","4.3 out of 5 stars","THE CLOWNFISH Mark XXIX Extremis 27 liters Leatherette Mature Unisex Laptop Backpack for 14 inch Laptop Laptop Bakpack ( Mud Brown)","(106)","₹1,399"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIyODcxNjUwOTcwNTMwOjE2NzkzMjQ5NzE6c3BfbXRmOjIwMTE0NDE0MjI5Njk4OjowOjo&url=%2FEUME-Virgo-29Ltr-Laptop-Backpack%2Fdp%2FB08R563J3T%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324971%26sprefix%3Dba%252Caps%25252%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","4.1 out of 5 stars","EUME Virgo 29L Laptop Backpack for Office & Travel | Water Resistance | Fit Up to 15.6-inch Laptop","(498)","₹1,549"
"https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB/ref=sr_1_125?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-125","4.1 out of 5 stars","HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red)","(3,717)","₹1,439"
"https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_126?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-126","4.4 out of 5 stars","Aristrocrat Unisex Laptop Bag Grey","(18)","₹699"
"https://www.amazon.in/FUR-JADEN-Waterproof-Charging-BM25_Grey/dp/B07FM9BSKW/ref=sr_1_127?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-127","4.0 out of 5 stars","FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women","(5,803)","₹789"
"https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_128?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-128","4.0 out of 5 stars","Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)","(434)","₹512"
"https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_129?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-129","3.9 out of 5 stars","Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue","(2,527)","₹440"
"https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BS6YGKMC/ref=sr_1_130?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-130","5.0 out of 5 stars","LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack","(2)","₹528"
"https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_131?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-131","4.0 out of 5 stars","Bennett Laptop Bag for Menं & Women 15.6 inch, 25 L Water Resistant Bag Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (Blue)","(434)","₹512"
"https://www.amazon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDD6YS2/ref=sr_1_132?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324971&sprefix=ba%2Caps%252&sr=8-132","4.4 out of 5 stars","KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack","(11,117)","₹1,664"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIyODcxNjUwOTcwNTMwOjE2NzkzMjQ5NzE6c3BfYnRmOjIwMDk3NTc5NTAxODk4OjowOjo&url=%2Fuppercase-Medium-Laptop-Backpack-2100EBP1%2Fdp%2FB0B68Y7H6F%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324971%26sprefix%3Dba%252Caps%25252%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","4.2 out of 5 stars","uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","(124)","₹1,000"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIyODcxNjUwOTcwNTMwOjE2NzkzMjQ5NzE6c3BfYnRmOjIwMTI4MzMwNjY4Mjk4OjowOjo&url=%2FMeek-HP-Laptop-Backpack-Chromebook-Design%2Fdp%2FB0BXJGHDTR%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324971%26sprefix%3Dba%252Caps%25252%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","","Meek-HP New Black Laptop Backpack for Upto 15.6 Inch (39.6 cm) Laptop/Chromebook/Mac (Black) For Men Women Unsex Design","M.R.P:","₹649"
"https://aax-eu.amazon.in/x/c/RMHHm6qgfhcfJYphwQ6OqIwAAAGG_5GDLAMAAAH2AQBvbm9fdHhuX2JpZDEgICBOL0EgICAgICAgICAgICARdY9M/https://www.amazon.in/dp/B08329R8BK?pd_rd_i=B08329R8BK&pf_rd_p=ae694cc5-132b-4ca2-a543-9d6ce458829e&pf_rd_r=8A3KAM1A13TQ9BHB8W1H&pd_rd_wg=Uzrcq&pd_rd_w=L2ope&pd_rd_r=61e973ca-91c3-472d-a38e-d55a759f5698","4.3 out of 5 stars","VISMIINTREND Fashion Vegan Leather Anti Theft Backpack Purse Bags for Women and Girls | Sling | Casual | Bagpack | College | Work Bag | Gifts for Women | Rakhi Gifts for Sisters | Bhabhi | Wife","(1,107)","₹1,329"
"https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=oHzb6&content-id=amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d:amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_p=6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_r=8A3KAM1A13TQ9BHB8W1H&pd_rd_wg=Uzrcq&pd_rd_r=61e973ca-91c3-472d-a38e-d55a759f5698&qid=1679324971","","","skybags",""
"","","","",""
"https://aax-eu.amazon.in/x/c/RK1H8psLho2PWDw0NrYLY4oAAAGG_5GEAQMAAAH2AQBvbm9fdHhuX2JpZDIgICBOL0EgICAgICAgICAgICAmWYxw/https://www.amazon.in/stores/page/577E58EF-44EF-42C3-AA05-BD1C0193ACC0/?_encoding=UTF8&store_ref=SB_A09138173D9TZ2WIMTWBE&pd_rd_plhdr=t&aaxitk=5674740a4b10498b1295d027021f3670&hsa_cr_id=0&lp_asins=B07QHMKHWH%2CB07SRGQ2R4%2CB084VQLJL8&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_bkgd&pd_rd_w=dVtlV&content-id=amzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2%3Aamzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_p=3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_r=8A3KAM1A13TQ9BHB8W1H&pd_rd_wg=4LR9Z&pd_rd_r=97f93a3b-80f5-4b20-b6b8-6f7c135d6d09","","","",""
"","","","or",""
"","","","",""
