"Product URL","Product Name","Product Rating","Number Of Reviews","Product Price"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTk0MDk3MTE1NzAxNzUxOjE2NzkzMjUwNDA6c3BfbXRmOjIwMDE1OTQ2MzU1NDk4OjowOjo&url=%2FLunars-Laptop-Office-Water-Resistant%2Fdp%2FB09MF7B1ZK%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325040%26sprefix%3Dba%252Caps%25252%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","Lunar's 45 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty","3.9 out of 5 stars","(128)","₹899"
"https://www.amazon.in/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B09KSBHC18/ref=sr_1_141?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-141","Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries","4.4 out of 5 stars","(280)","₹299"
"https://www.amazon.in/Gear-Compact-Business-Backpack-BUSCOMPACT052/dp/B08D76WDTV/ref=sr_1_142?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-142","Gear Compact Business 18L Water Resistant Laptop Bag/Backpack/Office Bag For Men/Women - Indiaink","4.2 out of 5 stars","(1,084)","₹684"
"https://www.amazon.in/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B/ref=sr_1_143?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-143","POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty","3.9 out of 5 stars","(17,377)","₹579"
"https://www.amazon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2KR6T9/ref=sr_1_144?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-144","POLESTAR Enzo 15.6 inch 35 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty","4.2 out of 5 stars","(3,770)","₹619"
"https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_145?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-145","Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)","4.1 out of 5 stars","(8,155)","₹249"
"https://www.amazon.in/Medela-Breastmilk-Storage-Bags-Pieces/dp/B075R5R1LR/ref=sr_1_146?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-146","Medela Breastmilk Storage Bags,White, 25 Pieces","4.7 out of 5 stars","(2,938)","₹840"
"https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_147?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-147","Wooum Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Water Resisitance","4.0 out of 5 stars","(615)","₹328.70"
"https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_148?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325040&sprefix=ba%2Caps%252&sr=8-148","ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy)","4.0 out of 5 stars","(31)","₹599"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTk0MDk3MTE1NzAxNzUxOjE2NzkzMjUwNDA6c3BfYnRmOjIwMTMxMjQxNjU3NDk4OjowOjo&url=%2Fcreation-Large-Laptop-Backpack-Multi-color%2Fdp%2FB09VL9BRYP%2Fref%3Dsr_1_149_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325040%26sprefix%3Dba%252Caps%25252%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","HA creation Large Laptop Backpack/Bag for Unisex Teens & Adults for College/Office/Travel/School Use in Multi-color | 30.5 cm x 18 cm x 46 cm.","3.0 out of 5 stars","(2)","₹499"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTk0MDk3MTE1NzAxNzUxOjE2NzkzMjUwNDA6c3BfYnRmOjIwMTI4Nzc5NTk2MTk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_150_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325040%26sprefix%3Dba%252Caps%25252%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack","3.3 out of 5 stars","(18)","₹799"
