"Product URL","Product Name","Product Rating","Number Of Reviews","Product Price"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzcxNTkzMDEyNTY4NTM0OjE2NzkzMjU0MjM6c3BfYXRmX25leHQ6MjAwOTc1Nzk1MDE3OTg6OjA6Og&url=%2Fuppercase-ltrs-backpack-INVALID-DATA_red%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325423%26sprefix%3Dba%252Caps%25252%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","4.2 out of 5 stars","(124)","₹1,000"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzcxNTkzMDEyNTY4NTM0OjE2NzkzMjU0MjM6c3BfYXRmX25leHQ6MjAxMjM0ODQ1MTgzOTg6OjA6Og&url=%2FHEROZ-Backpack-Computer-tracking-17-3-inch%2Fdp%2FB0BR9C2DX6%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325423%26sprefix%3Dba%252Caps%25252%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","HEROZ Harrow 45 Ltrs Travel Laptop Backpack Slim Durable College School Computer Bookbag tracking for Women, Men, Girls, Boys Outdoor Camping & Fits Up to 17.3-inch laptop (Notebook) (Grey & Air Force Blue)","4.3 out of 5 stars","(7,730)","₹1,349"
"https://www.amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V47HHRG/ref=sr_1_275?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-275","AirCase Office Sling Messenger Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Spacious Pockets for Office/Travel, Black- With Warranty","3.8 out of 5 stars","(1,164)","₹1,451"
"https://www.amazon.in/PACKNBUY-Diaper-Mother-Maternity-Backpack/dp/B07Z853TJN/ref=sr_1_276?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-276","PACKNBUY Diaper Bag for Babies Mother Hospital Maternity Baby Bags (Blue)","4.2 out of 5 stars","(13)","₹1,499"
"https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3F1G7T/ref=sr_1_277?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-277","ADISA Laptop Backpack 31 Ltrs","4.0 out of 5 stars","(9,083)","₹499"
"https://www.amazon.in/Skybags-Arthur-Laptop-Backpack-Grey/dp/B07SRFGK6H/ref=sr_1_273?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-273","Skybags Arthur 30 L Laptop Backpack (Grey), Free Size (PLBPARTHGRY)","3.9 out of 5 stars","(587)","₹1,489"
"https://www.amazon.in/Skybags-Unisex-Shiny-Jacquard-Backpacks/dp/B0B21ZCQR6/ref=sr_1_274?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-274","Skybags Unisex Blue Shiny Jacquard 22L Backpacks","3.8 out of 5 stars","(78)","₹925"
"https://www.amazon.in/ZaySoo-Casual-Backpack-College-Business/dp/B0BTD542W7/ref=sr_1_275?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-275","ZaySoo Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack - Black","","","₹394"
"https://www.amazon.in/TUFFGEAR-Bag-Workout-Litre-Duffle/dp/B08M66BVY2/ref=sr_1_276?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-276","Gym Bag TUFFGEAR Workout 23 Litre Gym Duffle Bag (Black)","4.0 out of 5 stars","(904)","₹295"
"https://www.amazon.in/Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_277?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-277","Half Moon Curiosity 35L Travel Laptop College School Backpack Water Resistant Slim Durable Fits 15.6 Inch Laptop Notebook with Rain cover (Navy Blue)","3.7 out of 5 stars","(170)","₹849"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzcxNTkzMDEyNTY4NTM0OjE2NzkzMjU0MjM6c3BfbXRmOjIwMDM5NjcwNDg4OTk4OjowOjo&url=%2FHP-OMEN-Transceptor-Backpack-15-inch%2Fdp%2FB087QWFDNP%2Fref%3Dsr_1_278_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325423%26sprefix%3Dba%252Caps%25252%26sr%3D8-278-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA2CK32O6THA5SS","HP OMEN Transceptor 15.6-inch Water Resistant Backpack with Padded Shoulder Straps for Laptops and Notebooks","4.3 out of 5 stars","(38)","₹3,990"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzcxNTkzMDEyNTY4NTM0OjE2NzkzMjU0MjM6c3BfbXRmOjIwMTI2NTgyNDM1OTk4OjowOjo&url=%2FVeneer-Genuine-Leather-Backpack-Business%2Fdp%2FB0BWZMN94W%2Fref%3Dsr_1_279_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325423%26sprefix%3Dba%252Caps%25252%26sr%3D8-279-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","Veneer Vegan Genuine Leather Backpack 15.6 Inch Laptop Backpack Business Travel Laptop Backpack for Mens and Womens","","M.R.P:","₹2,498"
"https://www.amazon.in/Blackpink-Backpack-Charging-Headset-College/dp/B09XMGJZH8/ref=sr_1_280?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-280","Urban Tribe Fitpack Neo Multipurpose 15.6 Inch| Water Repellent |26 Litres | Laptop Gym Backpack With Shoe Compartment For Men And Women (Beige)","3.8 out of 5 stars","(43)","₹1,598"
"https://www.amazon.in/HOT-SHOT-031-Preschool-Waterproof/dp/B0BRSK96SM/ref=sr_1_281?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-281","HOT SHOT Kids Bag 031|Unicorn Bag|School Bag|2TO5 Years|BOY & Girl|10 Liters Preschool & Nursery Waterproof Plush Bag","4.0 out of 5 stars","(2)","₹339"
"https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-ACE/dp/B07GS9ZWFX/ref=sr_1_282?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-282","Wildcraft Work Packs'18 25 Ltrs Blue Laptop Backpack (ACE)","3.6 out of 5 stars","(10)","₹1,630"
"https://www.amazon.in/Business-Waterproof-Bagpack-Shoulder-Backpack/dp/B09SD9ZWFG/ref=sr_1_283?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-283","NORTH ZONE Business Waterproof School Bags Bagpack Travel Laptop Shoulder Backpack Anti Theft Backpack for College Travel Outdoor Grey","3.2 out of 5 stars","(13)","₹854"
"https://www.amazon.in/Half-Moon-Waterproof-Laptop-Compartment/dp/B09XLNNQC1/ref=sr_1_284?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-284","Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover","4.1 out of 5 stars","(1,012)","₹1,299"
"https://www.amazon.in/PUMA-Laptop-Backpack-Black-Vibrant-Orange/dp/B08BTTVRV5/ref=sr_1_285?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-285","PUMA Laptop Backpack IND III Black-Vibrant Orange","3.8 out of 5 stars","(34)","₹1,374"
"https://www.amazon.in/Diggy-Anti-Theft-Waterproof-Bag/dp/B0BR6W2P5T/ref=sr_1_286?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-286","Diggy Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Waterproof Casual Unisex Bag for School College Office Suitable for Men Women (grey/black)","4.5 out of 5 stars","(2)","₹465"
"https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_287?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679325423&sprefix=ba%2Caps%252&sr=8-287","Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -","3.9 out of 5 stars","(220)","₹474.05"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzcxNTkzMDEyNTY4NTM0OjE2NzkzMjU0MjM6c3BfYnRmOjIwMTEyMDc3NjkxMjk4OjowOjo&url=%2FFirst-LIKELY-Laptop-Backpacks-Airforce%2Fdp%2FB07P63BCWR%2Fref%3Dsr_1_288_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325423%26sprefix%3Dba%252Caps%25252%26sr%3D8-288-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA1VTJRIQS87NDI","First LIKELY Laptop Bag Unisex Backpacks School Bag Casual Daypacks Free Rain Cover (Airforce Blue)","3.6 out of 5 stars","(192)","₹588"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzcxNTkzMDEyNTY4NTM0OjE2NzkzMjU0MjM6c3BfYnRmOjIwMTMxMjQ2ODc4ODk4OjowOjo&url=%2FPEPONI-Polyester-Comfortable-College-Backpack%2Fdp%2FB0BYN9XK6J%2Fref%3Dsr_1_289_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679325423%26sprefix%3Dba%252Caps%25252%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","PEPONI Design 41 L Polyester Comfortable Casual Laptop Bag with Rain Cover College/Backpack/School Bag (Black)","","M.R.P:","₹799"
