"Product URL","Product Name","Product Price","Product Rating","Number Of Reviews"
"https://aax-eu.amazon.in/x/c/RJfTFCsQfpMbNqx0pfXOqkUAAAGG_49eIgMAAAH2AQBvbm9fdHhuX2JpZDMgICBOL0EgICAgICAgICAgICBPH1w4/https://www.amazon.in/HSA/pages/default/?_encoding=UTF8&pageId=63581924-004A-4458-A5E5-80E00DBF8431&store_ref=SB_A0170529362L71KIALO1D&pd_rd_plhdr=t&aaxitk=daac8aa03f27e769303a83c0576411c1&hsa_cr_id=7404041550902&lp_asins=B01N6XGKFU%2CB01NAZVN8M%2CB0719S1TJZ&lp_query=bags&lp_slot=auto-sparkle-hsa-tetris&ref_=sbx_be_s_sparkle_td_bkgd&pd_rd_w=1VFNy&content-id=amzn1.sym.8a1dccd3-4f75-45bf-a5e9-1ba7bf6c25a5%3Aamzn1.sym.8a1dccd3-4f75-45bf-a5e9-1ba7bf6c25a5&pf_rd_p=8a1dccd3-4f75-45bf-a5e9-1ba7bf6c25a5&pf_rd_r=2T3QCVY5VQQ1K24M5AZ0&pd_rd_wg=AUSDg&pd_rd_r=64df5514-4292-491e-8c4e-5388624a35d7","Disposal bags for sanitary pad/tampon/baby diapers","₹225.00","4.5 out of 5 stars.",""
"","","","",""
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTQzOTY0MDY1NDgwNjg1OjE2NzkzMjQ4MzE6c3BfYXRmX25leHQ6MjAxMTc3OTU4NzY5OTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324831%26sprefix%3Dba%252Caps%25252%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1","MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","₹4,499","4.3 out of 5 stars","(152)"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTQzOTY0MDY1NDgwNjg1OjE2NzkzMjQ4MzE6c3BfYXRmX25leHQ6MjAxMjE5NzIyNjA0OTg6OjA6Og&url=%2FEUME-Propine-Massager-Backpack-Charging%2Fdp%2FB07XG935R9%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324831%26sprefix%3Dba%252Caps%25252%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DAPBFC7AMQ4Q38","EUME Propine Laptop Backpack | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook (Melange, 22L)","₹3,499","4.1 out of 5 stars","(45)"
"https://www.amazon.in/Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_51?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324831&sprefix=ba%2Caps%252&sr=8-51","Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,Black","₹3,324","4.2 out of 5 stars","(20)"
"https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_52?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324831&sprefix=ba%2Caps%252&sr=8-52","TRUE HUMAN® Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women","₹699","3.8 out of 5 stars","(1,698)"
"https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_53?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324831&sprefix=ba%2Caps%252&sr=8-53","Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black","₹799","4.2 out of 5 stars","(54,718)"
"https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_54?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324831&sprefix=ba%2Caps%252&sr=8-54","Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty","₹799","4.0 out of 5 stars","(12,982)"
"https://www.amazon.in/Genie-Clara-Backpack-Women-compartments/dp/B097JJGR1N/ref=sr_1_55?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324831&sprefix=ba%2Caps%252&sr=8-55","Genie Clara Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","₹1,025","4.2 out of 5 stars","(56)"
"https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_56?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324831&sprefix=ba%2Caps%252&sr=8-56","ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black)","₹599","4.0 out of 5 stars","(31)"
"https://www.amazon.in/gp/bestsellers/computers/1375466031/ref=sr_bs_8_1375466031_1","Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men","₹664","4.1 out of 5 stars","(3,846)"
"https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_58?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324831&sprefix=ba%2Caps%252&sr=8-58","Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)","₹549","4.2 out of 5 stars","(1,597)"
