"Product URL","Product Rating","Product Name","Number Of Reviews","Product Price"
"https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_25?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-25","4.0 out of 5 stars","NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel","(3,114)","₹238"
"https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_26?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-26","3.9 out of 5 stars","Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping","(2,428)","₹799"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTU1NDI3MjI1MjIyNzUwOjE2NzkzMjQ3MjM6c3BfbXRmOjIwMDgwMjg4MjI1OTk4OjowOjo&url=%2FClownfish-Resistant-Polyester-Trolley-Backpack%2Fdp%2FB0BFL7SVSM%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324723%26sprefix%3Dba%252Caps%25252%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","5.0 out of 5 stars","The Clownfish Tramp 33 Litre Water Resistant Polyester Two Wheel Laptop Trolley Backpack (Black- Size 48 Cm)","(2)","₹5,699"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTU1NDI3MjI1MjIyNzUwOjE2NzkzMjQ3MjM6c3BfbXRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324723%26sprefix%3Dba%252Caps%25252%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","4.9 out of 5 stars","uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","(23)","₹1,900"
"https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_29?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-29","4.0 out of 5 stars","Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag","(5,130)","₹834"
"https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_30?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-30","3.9 out of 5 stars","POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty","(8,530)","₹549"
"https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_31?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-31","4.1 out of 5 stars","Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)","(8,155)","₹398"
"https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_32?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-32","4.4 out of 5 stars","TRAWOC 80L Travel Backpack for Men & Women Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack","(6,925)","₹2,380"
"https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_33?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-33","4.3 out of 5 stars","Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack","(12,341)","₹473"
"https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_34?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-34","3.9 out of 5 stars","Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)","(715)","₹799"
"https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_35?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-35","4.1 out of 5 stars","Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)","(8,155)","₹299"
"https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_36?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679324723&sprefix=ba%2Caps%252&sr=8-36","4.3 out of 5 stars","Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue","(12,341)","₹448"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTU1NDI3MjI1MjIyNzUwOjE2NzkzMjQ3MjM6c3BfYnRmOjIwMDcyMzk1NTEyNzAyOjowOjo&url=%2FArtistix-Unisex-Travel-Backpack-Repellent%2Fdp%2FB09B5DMGM1%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324723%26sprefix%3Dba%252Caps%25252%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","4.5 out of 5 stars","Artistix Avian Unisex Water Repellent Anti Theft Travel Backpack with USB Port (Black, 32 L)","(661)","₹1,989"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTU1NDI3MjI1MjIyNzUwOjE2NzkzMjQ3MjM6c3BfYnRmOjIwMDMyNTY1MDQ2ODk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Computer-17-3-inch%2Fdp%2FB083N3DCTM%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679324723%26sprefix%3Dba%252Caps%25252%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","4.1 out of 5 stars","HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue)","(3,717)","₹1,439"
"https://aax-eu.amazon.in/x/c/RIOwJW9vQdTP8Ldv-91-jWMAAAGG_423mgMAAAH2AQBvbm9fdHhuX2JpZDEgICBOL0EgICAgICAgICAgICB-bfu3/https://www.amazon.in/dp/B08329R8BK?pd_rd_i=B08329R8BK&pf_rd_p=ae694cc5-132b-4ca2-a543-9d6ce458829e&pf_rd_r=AWD8WP6NGWXSWBTCCAB1&pd_rd_wg=6w3RO&pd_rd_w=dlKLp&pd_rd_r=9538e0b3-fe99-4a7f-b370-d601353d3876","4.3 out of 5 stars","VISMIINTREND Fashion Vegan Leather Anti Theft Backpack Purse Bags for Women and Girls | Sling | Casual | Bagpack | College | Work Bag | Gifts for Women | Rakhi Gifts for Sisters | Bhabhi | Wife","(1,107)","₹1,329"
"https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=wJfXe&content-id=amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d:amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_p=6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_r=AWD8WP6NGWXSWBTCCAB1&pd_rd_wg=6w3RO&pd_rd_r=9538e0b3-fe99-4a7f-b370-d601353d3876&qid=1679324723","","","skybags",""
"","","","",""
"https://aax-eu.amazon.in/x/c/RHkuagugDuEqFCD7rT-pfk8AAAGG_424twMAAAH2AQBvbm9fdHhuX2JpZDEgICBOL0EgICAgICAgICAgICBRrAhc/https://www.amazon.in/stores/page/577E58EF-44EF-42C3-AA05-BD1C0193ACC0/?_encoding=UTF8&store_ref=SB_A09138173D9TZ2WIMTWBE&pd_rd_plhdr=t&aaxitk=5674740a4b10498b1295d027021f3670&hsa_cr_id=0&lp_asins=B07QHMKHWH%2CB07SRGQ2R4%2CB084VQLJL8&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_bkgd&pd_rd_w=4xCtI&content-id=amzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2%3Aamzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_p=3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_r=AWD8WP6NGWXSWBTCCAB1&pd_rd_wg=2YVz8&pd_rd_r=51cf6068-ee17-43a3-abf4-42884c41f626","","","",""
"","","","or",""
"","","","",""
