"Product URL","Product Name","Product Rating","Number Of Reviews","Product Price"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDE0Nzc0NDE1OTc4NDE2OjE2NzkzMjE2MjE6c3BfbXRmOjIwMTAwODU1MDk4NTk4OjowOjo&url=%2FFur-Jaden-resistant-Backpack-BM100_Brown%2Fdp%2FB07P5X6NSN%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679321621%26sprefix%3Dba%252Caps%25252%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students","4.2 out of 5 stars","(2,237)","₹889"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDE0Nzc0NDE1OTc4NDE2OjE2NzkzMjE2MjE6c3BfbXRmOjIwMTE3Nzk1ODc2OTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679321621%26sprefix%3Dba%252Caps%25252%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4.3 out of 5 stars","(152)","₹4,499"
"https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_13?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679321621&sprefix=ba%2Caps%252&sr=8-13","SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB)","4.0 out of 5 stars","(18,009)","₹299"
"https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sxin_25_in_ft_top_brands_non_branded_t1?content-id=amzn1.sym.96f246d6-ce72-46fc-883f-32ffe859766d%3Aamzn1.sym.96f246d6-ce72-46fc-883f-32ffe859766d&crid=2M096C6104MLT&cv_ct_cx=bags&gid=1653308124&keywords=bags&pd_rd_i=B07CJCGM1M&pd_rd_r=37f6398c-c49e-4034-bcff-a65717242d4a&pd_rd_w=oh305&pd_rd_wg=48tcQ&pf_rd_p=96f246d6-ce72-46fc-883f-32ffe859766d&pf_rd_r=0SEHNPN9HD7R3A6N5E6N&qid=1679321621&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%252&sr=1-1-fa25b4f9-cd15-464b-8e7e-380c0a70e7f6","","4.1 out of 5 stars","Skybags","₹1,199"
"https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM/ref=sxin_26?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082VDVJGM&crid=2M096C6104MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&gid=1653308124&keywords=bags&linkCode=oas&pd_rd_i=B082VDVJGM&pd_rd_r=37f6398c-c49e-4034-bcff-a65717242d4a&pd_rd_w=hLrHY&pd_rd_wg=48tcQ&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=0SEHNPN9HD7R3A6N5E6N&qid=1679321621&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%252&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21","","3.8 out of 5 stars","iDiva","₹313"
"","","","",""
"https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_14?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679321621&sprefix=ba%2Caps%252&sr=8-14","Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black)","4.3 out of 5 stars","(5,161)","₹1,131"
"https://www.amazon.in/gp/bestsellers/luggage/1984997031/ref=sr_bs_14_1984997031_1","Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment","4.2 out of 5 stars","(4,957)","₹839"
"https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_16?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679321621&sprefix=ba%2Caps%252&sr=8-16","Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black","4.3 out of 5 stars","(9,793)","₹565"
"https://www.amazon.in/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QQZYN/ref=sr_1_17?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679321621&sprefix=ba%2Caps%252&sr=8-17","Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L","3.8 out of 5 stars","(85)","₹510"
"https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_18?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679321621&sprefix=ba%2Caps%252&sr=8-18","Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets","3.7 out of 5 stars","(114)","₹699"
"https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_19?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679321621&sprefix=ba%2Caps%252&sr=8-19","Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port","4.0 out of 5 stars","(10,753)","₹799"
"https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_20?crid=2M096C6104MLT&gid=1653308124&keywords=bags&qid=1679321621&sprefix=ba%2Caps%252&sr=8-20","American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","4.1 out of 5 stars","(8)","₹1,299"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDE0Nzc0NDE1OTc4NDE2OjE2NzkzMjE2MjE6c3BfYnRmOjIwMDcyMzk1NTEyNzAyOjowOjo&url=%2FArtistix-Unisex-Travel-Backpack-Repellent%2Fdp%2FB09B5DMGM1%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679321621%26sprefix%3Dba%252Caps%25252%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","Artistix Avian Unisex Water Repellent Anti Theft Travel Backpack with USB Port (Black, 32 L)","4.5 out of 5 stars","(661)","₹1,989"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDE0Nzc0NDE1OTc4NDE2OjE2NzkzMjE2MjE6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C6104MLT%26gid%3D1653308124%26keywords%3Dbags%26qid%3D1679321621%26sprefix%3Dba%252Caps%25252%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","4.9 out of 5 stars","(17)","₹1,800"
"https://aax-eu.amazon.in/x/c/RLBCQJ2BxHqkIAVmdZLJIhwAAAGG_15mTAMAAAH2AQBvbm9fdHhuX2JpZDEgICBOL0EgICAgICAgICAgICBOhcOd/https://www.amazon.in/dp/B085MHDJ93?pd_rd_i=B085MHDJ93&pf_rd_p=6f0dafdd-0260-477d-949a-e6ad2b0136ac&pf_rd_r=0SEHNPN9HD7R3A6N5E6N&pd_rd_wg=9QThy&pd_rd_w=5pJ9s&pd_rd_r=b02814e4-04e4-44f8-8627-711bdcc72b6c","Half Moon 35 L Waterproof Laptop College School Office Bag Backpack for Men Women Boys Girls with 15.6 inch Padded Laptop Compartment & Rain Cover (Navy_Blue)","3.9 out of 5 stars","(15,248)","₹689"
"https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=fvn1l&content-id=amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d:amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_p=6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_r=0SEHNPN9HD7R3A6N5E6N&pd_rd_wg=9QThy&pd_rd_r=b02814e4-04e4-44f8-8627-711bdcc72b6c&qid=1679321621","","","skybags",""
"","","","",""
"https://aax-eu.amazon.in/x/c/RCL4-l2mspS0aC6PLcWzp_MAAAGG_15m4gMAAAH2AQBvbm9fdHhuX2JpZDIgICBOL0EgICAgICAgICAgICBRv0FJ/https://www.amazon.in/stores/page/577E58EF-44EF-42C3-AA05-BD1C0193ACC0/?_encoding=UTF8&store_ref=SB_A09138173D9TZ2WIMTWBE&pd_rd_plhdr=t&aaxitk=5674740a4b10498b1295d027021f3670&hsa_cr_id=0&lp_asins=B07QHMKHWH%2CB07SRGQ2R4%2CB084VQLJL8&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_bkgd&pd_rd_w=x3tGO&content-id=amzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2%3Aamzn1.sym.3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_p=3782b4d8-6773-4e66-8793-e7e6e9a9d8d2&pf_rd_r=0SEHNPN9HD7R3A6N5E6N&pd_rd_wg=uXocJ&pd_rd_r=6c476a0c-a00a-455d-a874-521d6c060d82","","","",""
"","","","or",""
"","","","",""
